baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1700013H16Rik	0	NA	NA	NA	NA	NA
1700015E13Rik	0	NA	NA	NA	NA	NA
1700015F17Rik	0.740681841781262	0.884104151445983	3.47037678971982	0.254757395238734	0.798910483363309	1
1700015G11Rik	0	NA	NA	NA	NA	NA
1700016C15Rik	0	NA	NA	NA	NA	NA
1700016D06Rik	0	NA	NA	NA	NA	NA
1700016G22Rik	0.238117900650938	1.37813246224105	4.9954112895467	0.275879678841441	0.782640482382354	1
1700016H13Rik	0.264446040479386	-1.53683365122091	4.99051716513345	-0.307950779522029	0.758119785607202	1
1700016K19Rik	0.740681841781262	0.884104151445983	3.47037678971982	0.254757395238734	0.798910483363309	1
1700016L04Rik	0.238117900650938	1.37813246224105	4.9954112895467	0.275879678841441	0.782640482382354	1
1700016L21Rik	0	NA	NA	NA	NA	NA
1700016P04Rik	0	NA	NA	NA	NA	NA
1700017B05Rik	1363.5483556648	-0.449704562851821	0.105945310180417	-4.24468588638806	2.18899841453317e-05	0.000324364481823448
1700017D01Rik	0.244096103203635	-1.47853419868463	4.99456067351147	-0.296028879281815	0.767208026804534	1
1700017G19Rik	0.238117900650938	1.37813246224105	4.9954112895467	0.275879678841441	0.782640482382354	1
1700017J07Rik	0	NA	NA	NA	NA	NA
1700017L05Rik	0.48819220640727	-2.44440612192712	4.35890702820083	-0.560784184226124	0.574944669725653	1
1700017N19Rik	0.482214003854573	-0.0480964009681125	4.14494306333102	-0.0116036336888692	0.990741847590503	1
1700018A04Rik	0.264446040479386	-1.53683365122091	4.99051716513345	-0.307950779522029	0.758119785607202	1
1700018B08Rik	0	NA	NA	NA	NA	NA
1700018B24Rik	0	NA	NA	NA	NA	NA
1700018C11Rik	0	NA	NA	NA	NA	NA
1700018F24Rik	0	NA	NA	NA	NA	NA
1700018G05Rik	0	NA	NA	NA	NA	NA
1700018L02Rik	23.5349306878532	0.870916939405075	0.600337811856131	1.45071145312731	0.146860224909438	0.783113020288038
1700019A02Rik	0	NA	NA	NA	NA	NA
1700019B03Rik	0	NA	NA	NA	NA	NA
1700019B21Rik	0	NA	NA	NA	NA	NA
1700019C18Rik	0	NA	NA	NA	NA	NA
1700019D03Rik	16.6899382586508	-0.954878279383367	0.721081630746939	-1.32423048746124	0.185426508460616	1
1700019E08Rik	0	NA	NA	NA	NA	NA
1700019G17Rik	21.3985028767195	0.289828730650942	0.608092839358032	0.476619213205859	0.633633299403266	1
1700019G24Rik	0	NA	NA	NA	NA	NA
1700019L03Rik	26.1319220383516	0.144046218857219	0.549959385187898	0.26192155773104	0.79338191899073	1
1700019M22Rik	0	NA	NA	NA	NA	NA
1700019N19Rik	0.252007612252883	1.41940173558917	4.99251556649301	0.284305920869913	0.776175949088643	1
1700019O17Rik	0	NA	NA	NA	NA	NA
1700020A23Rik	1.7269110701416	1.26295516434049	2.12519766726581	0.594276562502233	0.55232715190997	1
1700020D05Rik	6.70473528904749	1.2129913822182	1.11587898922659	1.0870277099302	0.277024563687088	1
1700020D14Rik	0	NA	NA	NA	NA	NA
1700020G17Rik	0	NA	NA	NA	NA	NA
1700020I14Rik	617.786794213526	0.189075001705496	0.136989717385874	1.38021309419091	0.167521043505468	0.406270199400839
1700020L24Rik	61.4587369486143	0.178793575275173	0.370197191308869	0.482968481319458	0.6291181158735	1
1700020M21Rik	0	NA	NA	NA	NA	NA
1700020N01Rik	0	NA	NA	NA	NA	NA
1700020N15Rik	0	NA	NA	NA	NA	NA
1700020N18Rik	0	NA	NA	NA	NA	NA
1700021F05Rik	271.366049924184	0.323031885698902	0.207711844718964	1.55519241637841	0.119900249898718	0.382062432093926
1700021F07Rik	0	NA	NA	NA	NA	NA
1700021K19Rik	855.892969056451	-0.0117574218610974	0.118014556542274	-0.0996268782901008	0.92064055419203	1
1700021N21Rik	0	NA	NA	NA	NA	NA
1700022A21Rik	0	NA	NA	NA	NA	NA
1700022A22Rik	0	NA	NA	NA	NA	NA
1700022E09Rik	0	NA	NA	NA	NA	NA
1700022H01Rik	0.482214003854573	-0.0480964009681125	4.14494306333102	-0.0116036336888692	0.990741847590503	1
1700022H16Rik	0	NA	NA	NA	NA	NA
1700022I11Rik	0.748111327709401	0.995140216008294	3.45853342591134	0.287734739977558	0.773549795396476	1
1700023C21Rik	0	NA	NA	NA	NA	NA
1700023F02Rik	0	NA	NA	NA	NA	NA
1700023F06Rik	0	NA	NA	NA	NA	NA
1700024B18Rik	0	NA	NA	NA	NA	NA
1700024F13Rik	0.252007612252883	1.41940173558917	4.99251556649301	0.284305920869913	0.776175949088643	1
1700024G13Rik	0	NA	NA	NA	NA	NA
1700024I08Rik	0	NA	NA	NA	NA	NA
1700024N05Rik	0	NA	NA	NA	NA	NA
1700024P04Rik	0	NA	NA	NA	NA	NA
1700024P16Rik	122.638331047674	0.230167878429091	0.268179854984587	0.858259388805767	0.390749248931101	1
1700025B11Rik	0	NA	NA	NA	NA	NA
1700025C18Rik	0	NA	NA	NA	NA	NA
1700025F22Rik	0	NA	NA	NA	NA	NA
1700025F24Rik	0	NA	NA	NA	NA	NA
1700025G04Rik	397.716468834429	0.227206251400189	0.173891506171731	1.30659775398003	0.191349359841709	0.448599427261245
1700025J12Rik	0	NA	NA	NA	NA	NA
1700025K24Rik	0	NA	NA	NA	NA	NA
1700025M24Rik	0	NA	NA	NA	NA	NA
1700025N23Rik	0	NA	NA	NA	NA	NA
1700026D08Rik	0.504015224505766	2.42614212029178	4.30370735524599	0.563733060830552	0.572935813926094	1
1700026D11Rik	0	NA	NA	NA	NA	NA
1700026F02Rik	0	NA	NA	NA	NA	NA
1700026J14Rik	0	NA	NA	NA	NA	NA
1700026L06Rik	1.25713549451353	0.481536763631485	2.55010589539299	0.188830104860127	0.850225976018666	1
1700027A15Rik	0	NA	NA	NA	NA	NA
1700027F06Rik	0	NA	NA	NA	NA	NA
1700027F09Rik	0	NA	NA	NA	NA	NA
1700027H10Rik	0	NA	NA	NA	NA	NA
1700027I24Rik	0	NA	NA	NA	NA	NA
1700027J07Rik	0	NA	NA	NA	NA	NA
1700028B04Rik	0	NA	NA	NA	NA	NA
1700028D13Rik	0	NA	NA	NA	NA	NA
1700028E10Rik	0.720331904505511	0.928771744734797	3.50472228133187	0.26500580365011	0.791004990947545	1
1700028I16Rik	2.74804025356379	-2.20755815088371	1.81771714360113	-1.21446736564868	0.22456930441673	1
1700028J19Rik	5.78878799393196	-1.89167272674867	1.23042541454833	-1.53741356800817	0.124192065895191	1
1700028K03Rik	10.7297737372673	0.401087556069633	0.877745901820779	0.45695178438045	0.647705701756705	1
1700028M03Rik	0	NA	NA	NA	NA	NA
1700028P14Rik	0	NA	NA	NA	NA	NA
1700028P15Rik	0	NA	NA	NA	NA	NA
1700029B22Rik	0	NA	NA	NA	NA	NA
1700029F12Rik	0	NA	NA	NA	NA	NA
1700029H14Rik	1.96050205161528	4.39044820614963	2.37224544493328	1.85075630159893	0.0642046202646788	1
1700029I15Rik	1.78409426897575	-2.66164578589641	2.3902257207765	-1.11355415631279	0.265470502817299	1
1700029J03Rik	0	NA	NA	NA	NA	NA
1700029J07Rik	15.867218674472	0.895386317577408	0.726190295718127	1.2329913011189	0.217579009653974	1
1700029M20Rik	0	NA	NA	NA	NA	NA
1700029N11Rik	0	NA	NA	NA	NA	NA
1700029P11Rik	0	NA	NA	NA	NA	NA
1700030A11Rik	0	NA	NA	NA	NA	NA
1700030C10Rik	60.9980204253529	0.0196841415256621	0.370161725369223	0.0531771390087073	0.957590770265921	1
1700030F04Rik	0	NA	NA	NA	NA	NA
1700030F18Rik	0.496103715456518	-0.0121234807415845	4.10286895548325	-0.00295487885992122	0.99764235120952	1
1700030J22Rik	13.5991278513065	-1.05270801246788	0.774762219159689	-1.35874980275839	0.174225884708428	1
1700030K09Rik	135.776845519824	0.0363247924761855	0.250016415539507	0.145289629874106	0.884482202011802	1
1700030L20Rik	0	NA	NA	NA	NA	NA
1700030M09Rik	0	NA	NA	NA	NA	NA
1700030N03Rik	0	NA	NA	NA	NA	NA
1700030O20Rik	0	NA	NA	NA	NA	NA
1700031A10Rik	0.252007612252883	1.41940173558917	4.99251556649301	0.284305920869913	0.776175949088643	1
1700031F05Rik	0	NA	NA	NA	NA	NA
1700031M16Rik	0	NA	NA	NA	NA	NA
1700031P21Rik	0	NA	NA	NA	NA	NA
1700034E13Rik	1.20254590836008	0.541837952212342	2.78448679913443	0.194591675701524	0.845712620314747	1
1700034G24Rik	0	NA	NA	NA	NA	NA
1700034H15Rik	2.00071990304568	2.75440580323263	2.31144333332764	1.19163890523212	0.233402863127151	1
1700034I23Rik	1.28153032784543	-3.82794400458873	2.74721330981948	-1.39339162012151	0.163501398383644	1
1700034J05Rik	0	NA	NA	NA	NA	NA
1700034K08Rik	0	NA	NA	NA	NA	NA
1700034O15Rik	0	NA	NA	NA	NA	NA
1700034P13Rik	19.3806393432071	0.86407654546019	0.645661561633215	1.33828091496494	0.180804880797788	1
1700036G14Rik	0	NA	NA	NA	NA	NA
1700037C18Rik	23.672062352415	0.531743782725489	0.582426752931885	0.912979666625439	0.361253235692226	1
1700037H04Rik	474.444324575058	0.32468777568871	0.14927654096524	2.17507569233076	0.0296244446751241	0.134808844704004
1700039E15Rik	0	NA	NA	NA	NA	NA
1700039E22Rik	0	NA	NA	NA	NA	NA
1700040L02Rik	0.48819220640727	-2.44440612192712	4.35890702820083	-0.560784184226124	0.574944669725653	1
1700041A01Rik	0	NA	NA	NA	NA	NA
1700041C23Rik	0	NA	NA	NA	NA	NA
1700041M19Rik	0	NA	NA	NA	NA	NA
1700042G07Rik	0	NA	NA	NA	NA	NA
1700042G15Rik	0	NA	NA	NA	NA	NA
1700042O10Rik	1.24276375979048	-0.623520357549134	2.42624613143184	-0.256989737962474	0.797186695018174	1
1700044C05Rik	0	NA	NA	NA	NA	NA
1700044K03Rik	0	NA	NA	NA	NA	NA
1700045H11Rik	0.238117900650938	1.37813246224105	4.9954112895467	0.275879678841441	0.782640482382354	1
1700046C09Rik	0	NA	NA	NA	NA	NA
1700047A11Rik	0.238117900650938	1.37813246224105	4.9954112895467	0.275879678841441	0.782640482382354	1
1700047E10Rik	0	NA	NA	NA	NA	NA
1700047G03Rik	0.476235801301876	2.35385819668537	4.40287418676359	0.534618546167365	0.592913656427731	1
1700047I17Rik2	616.158462300636	-0.231439897501548	0.14157007765602	-1.63480801404863	0.102089300250459	0.357709734960398
1700047L14Rik	0.238117900650938	1.37813246224105	4.9954112895467	0.275879678841441	0.782640482382354	1
1700047M11Rik	0	NA	NA	NA	NA	NA
1700048M11Rik	0	NA	NA	NA	NA	NA
1700048O20Rik	34.8750438672383	-0.174768322943315	0.478117579185047	-0.365534191905698	0.714712688501385	1
1700049E15Rik	0	NA	NA	NA	NA	NA
1700049E22Rik	0	NA	NA	NA	NA	NA
1700049G17Rik	114.858163630231	0.135251137323714	0.272793172787764	0.495801034686966	0.620034794799726	1
1700049L16Rik	0	NA	NA	NA	NA	NA
1700051A21Rik	0.238117900650938	1.37813246224105	4.9954112895467	0.275879678841441	0.782640482382354	1
1700052I22Rik	0	NA	NA	NA	NA	NA
1700052K11Rik	114.672702009237	0.104184019368454	0.27180257636816	0.383307696198346	0.701491633508228	1
1700054A03Rik	0	NA	NA	NA	NA	NA
1700054K19Rik	0	NA	NA	NA	NA	NA
1700054M17Rik	0.734221616107456	0.96161927998658	3.25615240911527	0.295323792981749	0.767746542470127	1
1700055C04Rik	0	NA	NA	NA	NA	NA
1700056E22Rik	11.6688428654024	0.506514891016769	0.819031661308525	0.618431392759025	0.536291009545218	1
1700057G04Rik	0.252007612252883	1.41940173558917	4.99251556649301	0.284305920869913	0.776175949088643	1
1700057H15Rik	0	NA	NA	NA	NA	NA
1700057H21Rik	0.748111327709401	0.995140216008294	3.45853342591134	0.287734739977558	0.773549795396476	1
1700060C16Rik	0	NA	NA	NA	NA	NA
1700060C20Rik	0	NA	NA	NA	NA	NA
1700061F12Rik	0	NA	NA	NA	NA	NA
1700061G19Rik	7.21441976203578	-0.143927594240439	1.03454528780354	-0.139121598577877	0.889354060997064	1
1700061I17Rik	0.264446040479386	-1.53683365122091	4.99051716513345	-0.307950779522029	0.758119785607202	1
1700061J23Rik	0	NA	NA	NA	NA	NA
1700063A18Rik	0	NA	NA	NA	NA	NA
1700063D05Rik	0	NA	NA	NA	NA	NA
1700063O14Rik	0	NA	NA	NA	NA	NA
1700064J06Rik	0	NA	NA	NA	NA	NA
1700064M15Rik	0.252007612252883	1.41940173558917	4.99251556649301	0.284305920869913	0.776175949088643	1
1700065D16Rik	0	NA	NA	NA	NA	NA
1700065I16Rik	0	NA	NA	NA	NA	NA
1700065J11Rik	0	NA	NA	NA	NA	NA
1700065J18Rik	0	NA	NA	NA	NA	NA
1700065L07Rik	0	NA	NA	NA	NA	NA
1700065O20Rik	0	NA	NA	NA	NA	NA
1700066B17Rik	0	NA	NA	NA	NA	NA
1700066B19Rik	1.73482257919085	2.51616979801683	2.39321509582445	1.05137636913911	0.293085764624267	1
1700066J03Rik	0	NA	NA	NA	NA	NA
1700066M21Rik	214.103962254349	-0.219166814194599	0.203237498077586	-1.07837784005259	0.280865172167999	0.646717404797389
1700066N21Rik	0	NA	NA	NA	NA	NA
